CONSEC_,YEAR,MONTH,DATE,SITE,_N,Replicate,WET_WT,DRY_WT,DRY_WET,ANAL_WT,C,H,N,CN_RATIO,NOTES,,,,
-99999,2012,3,3/9/12,AQUE,15,1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,,,,,
-99999,2012,3,3/9/12,AQUE,15,2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,,,,,
344,2012,3,3/5/12,ABUR,15,1,13.31,1.22,0.09,2116,28.32,4.25,2.74,10.35,,,,,
344,2012,3,3/5/12,ABUR,15,2,13.31,1.22,0.09,2679,28.59,4.33,2.78,10.27,,,,,
345,2012,3,3/8/12,MOHK,15,1,6.21,0.62,0.1,2387,36.66,5.15,3.59,10.2,,,,,
345,2012,3,3/8/12,MOHK,15,2,6.21,0.62,0.1,2358,37.03,5.22,3.64,10.18,,,,,
346,2012,4,4/3/12,ABUR,15,1,9.94,1,0.1,2375,29.92,4.51,2.75,10.89,,,,,
346,2012,4,4/3/12,ABUR,15,2,9.94,1,0.1,2443,31.02,4.68,2.87,10.81,,,,,
347,2012,4,4/10/12,MOHK,15,1,11.32,0.95,0.08,2670,27.11,3.79,2.79,9.72,,,,,
347,2012,4,4/10/12,MOHK,15,2,11.32,0.95,0.08,2536,26.94,3.87,2.74,9.81,,,,,
-99999,2012,4,4/4/12,AQUE,15,1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,,,,,
-99999,2012,4,4/4/12,AQUE,15,2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,,,,,
-99999,2012,5,5/3/12,AQUE,15,1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,,,,,
-99999,2012,5,5/3/12,AQUE,15,2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,,,,,
348,2012,5,5/2/12,ABUR ,15,1,5.78,0.39,0.07,2058,38,5.31,4.09,9.29,,,,,
348,2012,5,5/2/12,ABUR ,15,2,5.78,0.39,0.07,2688,38.2,5.38,4.09,9.34,,,,,
349,2012,5,5/4/12,MOHK,15,1,9.85,0.96,0.1,2562,28.78,4.27,3.17,9.09,,,,,
349,2012,5,5/4/12,MOHK,15,2,9.85,0.96,0.1,2111,28.16,4.12,2.59,10.88,,,,,
-99999,2012,6,6/22/12,AQUE,15,1,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,,,,,
-99999,2012,6,6/22/12,AQUE,15,2,-99999,-99999,-99999,-99999,-99999,-99999,-99999,-99999,,,,,
350,2012,6,6/1/12,MOHK,15,1,9.41,1.18,0.13,2207,27.57,3.5,2,13.8,,,,,
350,2012,6,6/1/12,MOHK,15,2,9.41,1.18,0.13,2277,27.6,3.82,1.98,13.91,,,,,
351,2012,6,6/7/12,ABUR,15,1,12.79,1.87,0.15,2710,32.91,4.4,2.46,13.36,,,,,
351,2012,6,6/7/12,ABUR,15,2,12.79,1.87,0.15,2496,32.83,4.74,2.41,13.65,,,,,
352,2012,7,7/2/12,MOHK,15,1,10.58,1.1,0.1,2339,30.78,3.72,1.42,21.61,,,,,
352,2012,7,7/2/12,MOHK,15,2,10.58,1.1,0.1,2672,30.09,3.68,1.46,20.58,,,,,
353,2012,7,7/3/12,ABUR,15,1,13.13,1.23,0.09,2763,29.53,3.83,2.03,14.58,,,,,
353,2012,7,7/3/12,ABUR,15,2,13.13,1.23,0.09,2803,29.26,3.83,1.91,15.34,,,,,
354,2012,7,7/10/12,AQUE,15,1,9.88,0.91,0.09,2513,27.78,3.42,1.83,15.21,,,,,
354,2012,7,7/10/12,AQUE,15,2,9.88,0.91,0.09,2321,27.19,3.39,1.79,15.17,,,,,
355,2012,8,8/3/12,MOHK,15,1,10.53,1.15,0.11,2600,30.74,3.19,0.98,31.52,,,,,
355,2012,8,8/3/12,MOHK,15,2,10.53,1.15,0.11,2936,31.42,4.01,1.4,22.39,,,,,
356,2012,8,8/3/12,ABUR,15,1,10.79,1.33,0.12,2804,30.14,3.37,0.99,30.32,,,,,
356,2012,8,8/3/12,ABUR,15,2,10.79,1.33,0.12,2656,30.59,4.1,1.42,21.6,,,,,
357,2012,8,8/8/12,AQUE,15,1,6.81,0.52,0.08,2622,41.29,4.45,1.6,25.74,,,,,
357,2012,8,8/8/12,AQUE,15,2,6.81,0.52,0.08,2427,41.5,4.51,1.6,25.87,,,,,
358,2012,9,9/6/12,MOHK,15,1,7.77,0.56,0.07,2349,31.71,3.64,1.4,22.71,,,,,
358,2012,9,9/6/12,MOHK,15,2,7.77,0.56,0.07,2469,32.24,5.06,1.55,20.86,,,,,
359,2012,9,9/6/12,ABUR,15,1,7.91,0.88,0.11,2930,31.2,4.01,1.43,21.77,,,,,
359,2012,9,9/6/12,ABUR,15,2,7.91,0.88,0.11,2833,32.39,4.93,1.48,21.92,,,,,
360,2012,9,9/7/12,AQUE,15,1,7.37,0.6,0.08,2408,30.25,4.81,1.2,25.24,,,,,
360,2012,9,9/7/12,AQUE,15,2,7.37,0.6,0.08,2240,30.32,4.91,1.2,25.19,,,,,
361,2012,10,10/3/12,AQUE,15,1,5.69,0.46,0.08,2576,28.29,4.43,1.34,21.14,,,,,
361,2012,10,10/3/12,AQUE,15,2,5.69,0.46,0.08,2373,28.1,4.38,1.34,21.01,,,,,
362,2012,10,10/10/12,MOHK,15,1,6.3,0.58,0.09,2932,31.61,4.4,1.38,22.85,,,,,
362,2012,10,10/10/12,MOHK,15,2,6.3,0.58,0.09,2661,34.71,5.33,1.15,30.12,,,,,
363,2012,10,10/10/12,ABUR,15,1,6.6,0.67,0.1,2956,31.55,4.35,1.39,22.73,,,,,
363,2012,10,10/10/12,ABUR,15,2,6.6,0.67,0.1,2877,34.33,5.05,1.12,30.66,,,,,
364,2012,11,11/2/12,AQUE,15,1,6.6,0.63,0.1,2710,29.25,4.49,1.34,21.78,,,,,
364,2012,11,11/2/12,AQUE,15,2,6.6,0.63,0.1,2793,29.18,4.59,1.29,22.7,,,,,
365,2012,11,11/5/12,ABUR,15,1,4.16,0.27,0.06,2344,43.95,5.8,2.13,20.61,,,,,
365,2012,11,11/5/12,ABUR,15,2,4.16,0.27,0.06,2114,40.38,5.21,1.84,21.92,,,,,
366,2012,11,11/5/12,MOHK,15,1,5.22,0.46,0.09,2567,43.66,6.01,2.02,21.65,,,,,
366,2012,11,11/5/12,MOHK,15,2,5.22,0.46,0.09,2567,40.65,5.74,1.96,20.79,,,,,
367,2012,12,12/5/12,MOHK,15,1,6.06,0.56,0.09,2645,29.6,4.71,2.02,14.65,,,,,
367,2012,12,12/5/12,MOHK,15,2,6.06,0.56,0.09,2902,39.55,5.75,2.73,14.49,,,,,
368,2012,12,12/5/12,ABUR,15,1,6.36,0.43,0.07,2899,29.79,4.75,2,14.88,,,,,
368,2012,12,12/5/12,ABUR,15,2,6.36,0.43,0.07,2790,39.45,6.06,2.73,14.45,,,,,
369,2012,12,12/11/12,AQUE,15,1,4.57,0.47,0.1,2780,29.23,4.68,1.62,18.01,,,,,
369,2012,12,12/11/12,AQUE,15,2,4.57,0.47,0.1,2518,29.67,4.83,1.64,18.06,,,,,
370,2013,1,1/3/13,MOHK,15,1,5.56,0.65,0.12,2858,28.81,4.79,2.63,10.95,,,,,
370,2013,1,1/3/13,MOHK,15,2,5.56,0.65,0.12,2571,26.94,4.54,2.32,11.59,,,,,
371,2013,1,1/3/13,ABUR,15,1,6.96,0.68,0.1,2446,28.11,4.58,2.53,11.13,,,,,
371,2013,1,1/3/13,ABUR,15,2,6.96,0.68,0.1,2495,26.83,4.56,2.37,11.34,,,,,
372,2013,1,1/19/13,AQUE,15,1,3.1,0.35,0.11,2555,42.96,6.16,2.98,14.43,,,,,
372,2013,1,1/19/13,AQUE,15,2,3.1,0.35,0.11,2173,42.97,6.19,2.94,14.6,,,,,
373,2013,2,2/7/13,AQUE,15,1,3.99,0.3,0.08,2310,39.61,4.84,3.38,11.73,,,,,
373,2013,2,2/7/13,AQUE,15,2,3.99,0.3,0.08,2575,39.5,4.96,3.4,11.61,,,,,
374,2013,2,2/11/13,ABUR,15,1,6.52,0.71,0.11,2345,29.89,4.37,2.96,10.1,,,,,
374,2013,2,2/11/13,ABUR,15,2,6.52,0.71,0.11,2808,29.29,4.34,2.98,9.83,,,,,
375,2013,2,2/11/13,MOHK,15,1,5.37,0.67,0.12,2503,31.19,4.43,2.87,10.85,,,,,
375,2013,2,2/11/13,MOHK,15,2,5.37,0.67,0.12,2477,31.38,4.61,2.95,10.62,,,,,
376,2013,3,3/5/13,MOHK,15,1,5.35,0.37,0.07,2219,39.97,5.3,3.91,10.22,,,,,
376,2013,3,3/5/13,MOHK,15,2,5.35,0.37,0.07,2550,40.01,5.37,4.06,9.87,,,,,
377,2013,3,3/11/13,AQUE,15,1,9.3,1.21,0.13,2539,31.34,4.66,2.05,15.32,,,,,
377,2013,3,3/11/13,AQUE,15,2,9.3,1.21,0.13,2639,31.65,4.87,2.06,15.36,,,,,
378,2013,3,3/12/13,ABUR,15,1,6.73,0.62,0.09,2710,38.4,4.98,3.2,12,,,,,
378,2013,3,3/12/13,ABUR,15,2,6.73,0.62,0.09,2418,38.19,5.41,3.21,11.89,,,,,
379,2013,4,4/2/13,ABUR,15,1,8.15,1,0.12,2122,30.95,4.58,1.36,22.73,,,,,
379,2013,4,4/2/13,ABUR,15,2,8.15,1,0.12,2905,31,4.69,1.43,21.63,,,,,
380,2013,4,4/4/13,MOHK,15,1,7.68,0.65,0.08,2229,36.28,5.01,1.99,18.27,,,,,
380,2013,4,4/4/13,MOHK,15,2,7.68,0.65,0.08,2275,36.22,5.17,2.02,17.91,,,,,
381,2013,4,4/10/13,AQUE,15,1,6.11,0.48,0.08,2383,40.01,5.01,2.64,15.18,,,,,
381,2013,4,4/10/13,AQUE,15,2,6.11,0.48,0.08,2520,40.17,5.22,2.64,15.22,,,,,
382,2013,5,5/1/13,MOHK,15,1,6.52,0.91,0.14,2502,30.3,4.33,2.25,13.46,,,,,
382,2013,5,5/1/13,MOHK,15,2,6.52,0.91,0.14,2620,30.47,4.61,2.21,13.82,,,,,
383,2013,5,5/2/13,ABUR,15,1,7.57,0.72,0.1,2350,33.54,4.68,2.23,15.07,,,,,
383,2013,5,5/2/13,ABUR,15,2,7.57,0.72,0.1,2140,34.19,4.77,2.3,14.85,,,,,
384,2013,5,5/9/13,AQUE,15,1,8.46,0.88,0.1,2510,28.44,4.39,2.05,13.87,,,,,
384,2013,5,5/9/13,AQUE,15,2,8.46,0.88,0.1,2258,28.12,3.96,2.01,14.03,,,,,
385,2013,6,6/4/13,MOHK,15,1,8.13,0.61,0.08,2244,34.32,5.47,2.37,14.46,,,,,
385,2013,6,6/4/13,MOHK,15,2,8.13,0.61,0.08,2638,33.5,4.88,2.32,14.45,,,,,
386,2013,6,6/5/13,ABUR,15,1,6.6,1.1,0.17,2689,32.37,5.61,1.49,21.77,,,,,
386,2013,6,6/5/13,ABUR,15,2,6.6,1.1,0.17,2179,33.41,5.35,1.53,21.89,,,,,
387,2013,6,6/10/13,AQUE,15,1,7.29,0.95,0.13,2727,26.82,4.19,1.31,20.47,,,,,
387,2013,6,6/10/13,AQUE,15,2,7.29,0.95,0.13,2903,26.98,3.86,1.44,18.71,,,,,
388,2013,7,7/1/13,MOHK,15,1,11.25,1.38,0.12,2590,31.46,5.28,1.26,24.94,,,,,
388,2013,7,7/1/13,MOHK,15,2,11.25,1.38,0.12,2341,30.25,4.54,1.27,23.91,,,,,
389,2013,7,7/2/13,AQUE,15,1,6.82,0.7,0.1,2700,32.12,5.08,2.12,15.17,,,,,
389,2013,7,7/2/13,AQUE,15,2,6.82,0.7,0.1,2650,32.14,4.58,2.15,14.92,,,,,
390,2013,7,7/3/13,ABUR,15,1,8.17,1,0.12,2852,32.99,5.45,2.35,14.06,,,,,
390,2013,7,7/3/13,ABUR,15,2,8.17,1,0.12,2605,33.5,5.47,2.34,14.35,,,,,
391,2013,8,8/5/13,ABUR,15,1,8.41,1.04,0.12,2226,34.37,5.77,1.98,17.38,,,,,
391,2013,8,8/5/13,ABUR,15,2,8.41,1.04,0.12,2437,34.75,5.92,1.76,19.76,,,,,
392,2013,8,8/6/13,MOHK,15,1,7.57,0.87,0.11,2479,35.2,6,1.93,18.21,,,,,
392,2013,8,8/6/13,MOHK,15,2,7.57,0.87,0.11,2422,35.72,5.9,2.13,16.8,,,,,
393,2013,8,8/8/13,AQUE,15,1,11.1,1.25,0.11,2381,27.54,4.46,1.26,21.87,,,,,
393,2013,8,8/8/13,AQUE,15,2,11.1,1.25,0.11,2412,28.15,4.39,1.28,22.02,,,,,
394,2013,9,9/3/13,MOHK,15,1,11.04,1.34,0.12,2627,30.87,4.46,1.14,27.17,,,,,
394,2013,9,9/3/13,MOHK,15,2,11.04,1.34,0.12,2848,30.42,4.69,1.15,26.53,,,,,
395,2013,9,9/3/13,ABUR,15,1,11.92,1.61,0.14,2617,32.85,5.13,1.04,31.62,,,,,
395,2013,9,9/3/13,ABUR,15,2,11.92,1.61,0.14,2572,32.77,5.05,1.05,31.31,,,,,
396,2013,9,9/4/13,AQUE,15,1,9,0.85,0.09,2584,34.04,4.98,1.12,30.41,,,,,
396,2013,9,9/4/13,AQUE,15,2,9,0.85,0.09,2770,34.05,4.98,1.12,30.51,,,,,
397,2013,10,9/30/13,MOHK,15,1,10.03,1.26,0.13,2467,29.7,4.49,1.53,19.36,,,,,
397,2013,10,9/30/13,MOHK,15,2,10.03,1.26,0.13,2704,29.82,4.54,1.4,21.3,,,,,
398,2013,10,9/30/13,ABUR,15,1,9.78,1.21,0.12,2813,32.68,5.15,1.01,32.23,,,,,
398,2013,10,9/30/13,ABUR,15,2,9.78,1.21,0.12,2393,32.87,5.19,1.02,32.25,,,,,
399,2013,10,10/4/13,AQUE,15,1,7.6,0.61,0.08,2719,36.32,4.82,1.31,27.75,,,,,
399,2013,10,10/4/13,AQUE,15,2,7.6,0.61,0.08,2777,36.04,4.81,1.29,27.91,,,,,
400,2013,11,11/4/13,ABUR,15,1,8.23,1.02,0.12,2254,32.8,4.96,1.11,29.56,,,,,
400,2013,11,11/4/13,ABUR,15,2,8.23,1.02,0.12,2675,33.31,5.54,1.09,30.68,,,,,
401,2013,11,11/5/13,MOHK,15,1,7.72,0.72,0.09,2657,31.17,4.99,1.25,24.93,,,,,
401,2013,11,11/5/13,MOHK,15,2,7.72,0.72,0.09,2969,31.13,5.03,1.24,25.16,,,,,
402,2013,11,11/7/13,AQUE,15,1,7.34,0.77,0.1,2773,29.49,4.56,1.2,24.62,,,,,
402,2013,11,11/7/13,AQUE,15,2,7.34,0.77,0.1,2645,29.32,4.48,1.22,24.11,,,,,
403,2013,12,12/3/13,MOHK,15,1,8.54,0.95,0.11,2293,29.97,4.76,1.11,26.92,,,,,
403,2013,12,12/3/13,MOHK,15,2,8.54,0.95,0.11,2878,30.37,4.91,1.11,27.28,,,,,
404,2013,12,12/3/13,ABUR,15,1,9.45,0.83,0.09,2383,31.63,5.25,0.97,32.69,,,,,
404,2013,12,12/3/13,ABUR,15,2,9.45,0.83,0.09,2219,31.34,5.15,0.94,33.37,,,,,
405,2013,12,12/6/13,AQUE,15,1,6.08,0.87,0.14,2479,29.44,4.97,1.03,28.74,,,,,
405,2013,12,12/6/13,AQUE,15,2,6.08,0.87,0.14,2324,30.48,5.13,1,30.38,,,,,
406,2014,1,1/3/14,MOHK,15,1,5.64,0.77,0.14,2796,29.8,4.44,1.06,28.21,,,,,
406,2014,1,1/3/14,MOHK,15,2,5.64,0.77,0.14,2459,30.68,4.69,0.96,31.89,,,,,
407,2014,1,1/3/14,ABUR,15,1,4.7,0.72,0.15,2124,27.67,4.1,1.4,19.8,,,,,
407,2014,1,1/3/14,ABUR,15,2,4.7,0.72,0.15,2224,28.01,4.12,1.43,19.55,,,,,
408,2014,1,1/7/14,AQUE,15,1,5.86,0.5,0.09,2205,36.23,4.94,1.51,23.94,,,,,
408,2014,1,1/7/14,AQUE,15,2,5.86,0.5,0.09,2408,36.26,4.99,1.5,24.18,,,,,
409,2014,2,2/3/14,MOHK,15,1,6.68,0.63,0.09,2472,29.82,4.32,1.9,15.71,,,,,
409,2014,2,2/3/14,MOHK,15,2,6.68,0.63,0.09,2913,29.93,4.39,1.9,15.78,,,,,
410,2014,2,2/4/14,ABUR,15,1,7.05,0.43,0.06,2940,39.13,5.15,2.08,18.82,,,,,
410,2014,2,2/4/14,ABUR,15,2,7.05,0.43,0.06,2165,39.25,5.18,2.24,17.51,,,,,
411,2014,2,2/6/14,AQUE,15,1,8.53,0.48,0.06,2213,37.21,4.87,1.71,21.82,,,,,
411,2014,2,2/6/14,AQUE,15,2,8.53,0.48,0.06,2638,37.07,4.91,1.69,21.93,,,,,
412,2014,3,3/12/14,AQUE,15,1,5.16,0.58,0.11,2561,27,4.12,1.31,20.56,,,,,
412,2014,3,3/12/14,AQUE,15,2,5.16,0.58,0.11,2895,26.75,4.16,1.28,20.86,,,,,
413,2014,3,3/12/14,ABUR,15,1,6.45,0.55,0.09,2463,35.67,5.58,1.99,17.97,,,,,
413,2014,3,3/12/14,ABUR,15,2,6.45,0.55,0.09,2280,35.48,5.54,1.87,18.95,,,,,
414,2014,3,3/12/14,MOHK,15,1,6.89,0.93,0.13,2225,30.43,5.09,1.46,20.89,,,,,
414,2014,3,3/12/14,MOHK,15,2,6.89,0.93,0.13,2833,30.45,5.18,1.47,20.67,,,,,
415,2014,4,4/2/14,MOHK,15,1,4.18,0.33,0.08,2253,40.24,6.32,3.7,10.86,,,,,
415,2014,4,4/2/14,MOHK,15,2,4.18,0.33,0.08,2892,40.44,6.33,3.7,10.92,,,,,
416,2014,4,4/8/14,AQUE,15,1,6.04,0.83,0.14,2401,28.11,4.71,2.03,13.84,,,,,
416,2014,4,4/8/14,AQUE,15,2,6.04,0.83,0.14,2997,28.16,4.74,2.16,13.02,,,,,
417,2014,4,4/9/14,ABUR,15,1,6.21,0.36,0.06,2260,38.23,6.02,3.42,11.18,,,,,
417,2014,4,4/9/14,ABUR,15,2,6.21,0.36,0.06,2733,38.17,6.04,3.39,11.28,,,,,
418,2014,5,5/1/14,MOHK,15,1,6.17,0.41,0.07,2253,40.24,6.32,3.7,10.86,,,,,
418,2014,5,5/1/14,MOHK,15,2,6.17,0.41,0.07,2892,40.44,6.33,3.7,10.92,,,,,
419,2014,5,5/2/14,AQUE,15,1,9.73,0.9,0.09,2401,28.11,4.71,2.03,13.84,,,,,
419,2014,5,5/2/14,AQUE,15,2,9.73,0.9,0.09,2997,28.16,4.74,2.16,13.02,,,,,
420,2014,5,5/9/14,ABUR,15,1,9.4,1.11,0.12,2260,38.23,6.02,3.42,11.18,,,,,
420,2014,5,5/9/14,ABUR,15,2,9.4,1.11,0.12,2733,38.17,6.04,3.39,11.28,,,,,
421,2014,6,6/2/14,MOHK,15,1,11.5,1.41,0.12,2303,31.69,5.01,1.02,31.18,,,,,
421,2014,6,6/2/14,MOHK,15,2,11.5,1.41,0.12,2314,31.61,5.02,0.98,32.32,,,,,
423,2014,6,6/3/14,ABUR,15,1,-99999,-99999,0.1,2143,39.08,5.33,1.75,22.33,Grand mean used for dry to wet,,,,
423,2014,6,6/3/14,ABUR,15,2,-99999,-99999,0.1,2443,39.26,5.33,1.8,21.87,Grand mean used for dry to wet,,,,
422,2014,6,6/6/14,AQUE,15,1,14.93,1.37,0.09,2381,32.7,4.97,1.5,21.81,,,,,
422,2014,6,6/6/14,AQUE,15,2,14.93,1.37,0.09,2971,32.69,4.85,1.61,20.35,,,,,
424,2014,7,7/2/14,ABUR,15,1,10.64,0.86,0.08,2402,37.5,5.58,1.41,26.58,,,,,
424,2014,7,7/2/14,ABUR,15,2,10.64,0.86,0.08,2487,38.32,5.59,1.49,25.68,,,,,
425,2014,7,7/2/14,MOHK,15,1,13.5,1.14,0.08,2102,36.92,5.34,1.1,33.52,,,,,
425,2014,7,7/2/14,MOHK,15,2,13.5,1.14,0.08,2533,36.73,5.4,1.23,29.98,,,,,
426,2014,7,7/8/14,AQUE,15,1,10.98,1.17,0.11,2097,36.28,5.46,1.32,27.41,,,,,
426,2014,7,7/8/14,AQUE,15,2,10.98,1.17,0.11,2206,36.24,5.47,1.46,24.91,,,,,
427,2014,8,8/1/14,MOHK,15,1,9.85,0.61,0.06,2746,41.46,5.39,1.35,30.63,,,,,
427,2014,8,8/1/14,MOHK,15,2,9.85,0.61,0.06,2325,41.74,5.51,1.5,27.88,,,,,
428,2014,8,8/4/14,ABUR,15,1,8.98,0.54,0.06,2202,41.99,5.45,1.86,22.54,,,,,
428,2014,8,8/4/14,ABUR,15,2,8.98,0.54,0.06,2673,41.97,5.43,1.85,22.69,,,,,
429,2014,8,8/5/14,AQUE,15,1,12.08,1.4,0.12,2489,35.16,4.94,0.88,40.14,,,,,
429,2014,8,8/5/14,AQUE,15,2,12.08,1.4,0.12,2375,35.15,4.89,0.95,37.02,,,,,
430,2014,9,9/2/14,MOHK,15,1,9.77,0.84,0.09,2778,40.13,5.48,1.19,33.83,,,,,
430,2014,9,9/2/14,MOHK,15,2,9.77,0.84,0.09,2265,39.95,5.53,1.18,33.81,,,,,
431,2014,9,9/5/14,AQUE,15,1,6.06,0.94,0.16,2699,33.11,5.15,0.91,36.42,,,,,
431,2014,9,9/5/14,AQUE,15,2,6.06,0.94,0.16,2399,33.04,5.13,0.84,39.49,,,,,
432,2014,9,9/9/14,ABUR,15,1,8.87,0.6,0.07,2238,42.67,5.47,1.46,29.3,,,,,
432,2014,9,9/9/14,ABUR,15,2,8.87,0.6,0.07,2116,42.53,5.47,1.39,30.51,,,,,
433,2014,10,10/9/14,MOHK,15,1,8.95,0.69,0.08,2180,40.53,5.35,1.26,32.27,,,,,
433,2014,10,10/9/14,MOHK,15,2,8.95,0.69,0.08,4227,42.88,4.78,1.2,35.67,,,,,
434,2014,10,10/10/14,AQUE,15,1,5.89,0.93,0.16,2297,31.86,4.99,0.79,40.52,,,,,
434,2014,10,10/10/14,AQUE,15,2,5.89,0.93,0.16,2166,30.55,4.99,0.66,46.2,,,,,
435,2014,10,10/13/14,ABUR,15,1,9.46,0.66,0.07,2309,40.64,5.58,1.15,35.37,,,,,
435,2014,10,10/13/14,ABUR,15,2,9.46,0.66,0.07,2396,40.33,5.57,1.18,34.17,,,,,
436,2014,11,11/4/14,MOHK,15,1,5.98,0.74,0.12,2517,33.09,5.23,1.33,24.86,,,,,
436,2014,11,11/4/14,MOHK,15,2,5.98,0.74,0.12,2788,33.19,5.49,1.52,21.78,,,,,
438,2014,11,11/10/14,ABUR,15,1,8.5,0.5,0.06,2788,40.47,5.58,1.32,30.7,,,,,
438,2014,11,11/10/14,ABUR,15,2,8.5,0.5,0.06,2243,40.26,5.75,1.34,29.96,,,,,
439,2014,11,11/13/14,AQUE,15,1,6.43,0.41,0.06,2504,42.13,5.41,1.02,41.31,,,,,
439,2014,11,11/13/14,AQUE,15,2,6.43,0.41,0.06,2458,42.24,5.4,1.02,41.26,,,,,
440,2014,12,12/1/14,MOHK,15,1,5.96,0.34,0.06,2322,42.05,5.57,2.03,20.74,,,,,
440,2014,12,12/1/14,MOHK,15,2,5.96,0.34,0.06,2872,42.02,5.49,2.06,20.44,,,,,
441,2014,12,12/1/14,ABUR,15,1,5.46,0.33,0.06,2487,40.55,5.55,1.65,24.61,,,,,
441,2014,12,12/1/14,ABUR,15,2,5.46,0.33,0.06,2440,40.73,5.6,1.74,23.47,,,,,
442,2014,12,12/5/14,AQUE,15,1,7.14,0.38,0.05,2669,40.87,5.57,1.79,22.81,,,,,
442,2014,12,12/5/14,AQUE,15,2,7.14,0.38,0.05,2496,41.02,5.61,1.8,22.77,,,,,
443,2015,1,1/6/15,AQUE,15,1,6.35,0.54,0.09,3071,39.38,5.66,1.44,27.32,,,,,
443,2015,1,1/6/15,AQUE,15,2,6.35,0.54,0.09,3272,39.58,5.85,1.33,29.7,,,,,
444,2015,1,1/7/15,ABUR,15,1,5.47,0.3,0.05,3699,44.51,5.45,2.38,18.74,,,,,
444,2015,1,1/7/15,ABUR,15,2,5.47,0.3,0.05,3839,44.52,5.47,2.48,17.92,,,,,
445,2015,1,1/7/15,MOHK,15,1,6.94,0.41,0.06,2923,39.7,5.59,2.01,19.75,,,,,
445,2015,1,1/7/15,MOHK,15,2,6.94,0.41,0.06,3773,39.7,5.6,2.03,19.54,,,,,
446,2015,2,2/3/15,AQUE,15,1,6.16,0.43,0.07,4061,42.87,5.58,1.48,28.98,,,,,
446,2015,2,2/3/15,AQUE,15,2,6.16,0.43,0.07,4148,42.87,5.55,1.48,28.97,,,,,
447,2015,2,2/5/15,ABUR,15,1,4.46,0.26,0.06,3878,43.85,5.42,1.82,24.08,,,,,
447,2015,2,2/5/15,ABUR,15,2,4.46,0.26,0.06,3666,32.28,3.94,1.35,23.89,,,,,
448,2015,2,2/7/15,MOHK,15,1,5.45,0.29,0.05,3007,43.94,5.44,2.13,20.64,,,,,
448,2015,2,2/7/15,MOHK,15,2,5.45,0.29,0.05,3099,43.93,5.44,2.19,20.03,,,,,
449,2015,3,3/4/15,ABUR,15,1,3.22,0.21,0.07,3086,43.8,5.47,2.81,15.59,,,,,
449,2015,3,3/4/15,ABUR,15,2,3.22,0.21,0.07,3470,44.14,5.49,2.78,15.86,,,,,
450,2015,3,3/6/15,AQUE,15,1,5.44,0.82,0.15,4770,31.88,5.11,0.67,47.51,,,,,
450,2015,3,3/6/15,AQUE,15,2,5.44,0.82,0.15,4282,32.15,5.18,0.67,48.16,,,,,
451,2015,3,3/9/15,MOHK,15,1,4.83,0.33,0.07,3048,42.48,5.76,1.88,22.55,,,,,
451,2015,3,3/9/15,MOHK,15,2,4.83,0.33,0.07,3167,42.45,5.96,1.98,21.45,,,,,
452,2015,4,4/6/15,AQUE,15,1,7.19,0.41,0.06,2936,43.56,5.86,1.71,25.51,,,,,
452,2015,4,4/6/15,AQUE,15,2,7.19,0.41,0.06,3258,43.7,5.88,1.74,25.1,,,,,
453,2015,4,4/8/15,MOHK,15,1,4.83,0.69,0.14,2997,31.81,5.5,1.37,23.16,,,,,
453,2015,4,4/8/15,MOHK,15,2,4.83,0.69,0.14,3950,31.39,5.42,1.48,21.28,,,,,
454,2015,4,4/13/15,ABUR,15,1,3.43,0.18,0.05,3589,39.79,5.7,3.28,12.14,,,,,
454,2015,4,4/13/15,ABUR,15,2,3.43,0.18,0.05,3792,39.72,5.68,3.27,12.17,,,,,
455,2015,5,5/4/15,ABUR,15,1,3.62,0.25,0.07,4415,40.13,6.15,3.67,10.93,,,,,
455,2015,5,5/4/15,ABUR,15,2,3.62,0.25,0.07,3743,39.59,6.07,3.62,10.95,,,,,
456,2015,5,5/7/15,MOHK,15,1,3.14,0.21,0.07,3342,43.96,6.4,3.6,12.22,,,,,
456,2015,5,5/7/15,MOHK,15,2,3.14,0.21,0.07,3172,44.01,6.38,3.64,12.1,,,,,
457,2015,5,5/12/15,AQUE,15,1,3.35,0.16,0.05,4279,43.43,6.33,4.03,10.78,,,,,
457,2015,5,5/12/15,AQUE,15,2,3.35,0.16,0.05,3835,43.34,6.34,4.04,10.73,,,,,
458,2015,6,6/2/15,MOHK,15,1,8.91,0.56,0.06,3669,39.24,6.08,2.27,17.31,,,,,
458,2015,6,6/2/15,MOHK,15,2,8.91,0.56,0.06,3662,33.41,5.2,1.78,18.78,,,,,
459,2015,6,6/4/15,AQUE,15,1,7.77,0.47,0.06,3611,42.44,5.9,2.18,19.45,,,,,
459,2015,6,6/4/15,AQUE,15,2,7.77,0.47,0.06,3135,42.1,6.07,2.02,20.84,,,,,
460,2015,6,6/9/15,ABUR,15,1,7.92,0.55,0.07,3296,43.42,6.06,1.87,23.17,,,,,
